,AIRPORT,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME
7086,MUE,20.00138889,-155.66805556,Waimea-Kohala
7094,MUL,31.13777778,-83.70416667,Spence
7098,MUO,43.04361111,-115.8725,Mountain Home AFB
7102,MUT,41.36777778,-91.14833333,Muscatine Municipal
7115,MVL,44.53472222,-72.61388889,Morrisville Stowe State
7117,MVM,36.71638889,-110.22833333,Kayenta Airport
7119,MVN,38.32333333,-88.85861111,Mount Vernon Airport
7124,MVW,48.47055556,-122.42166667,Skagit Regional
7126,MVY,41.39333333,-70.61388889,Martha's Vineyard Airport
7128,MWA,37.755,-89.01111111,Williamson County Regional
7130,MWC,43.11027778,-88.03444444,Lawrence J Timmerman
7135,MWH,47.20861111,-119.31916667,Grant County International
7137,MWL,32.78166667,-98.06027778,Mineral Wells Airport
7139,MWM,43.91333333,-95.10944444,Windom Municipal
7141,MWO,39.53194444,-84.39638889,Middletown Regional/Hook Field
7149,MXC,37.93722222,-109.34638889,Monticello Airport
7152,MXE,34.79222222,-79.36583333,Laurinburg-Maxton
7154,MXF,32.38305556,-86.36583333,Maxwell AFB
7156,MXG,42.34305556,-71.50888889,Marlboro Airport
7174,MXY,61.43777778,-142.9025,McCarthy Airport
7183,MYF,32.81583333,-117.13944444,Montgomery Field
7191,MYH,36.73444444,-111.75277778,Cliff Dwellers
7195,MYK,61.33555556,-142.68666667,May Creek Airport
7197,MYL,44.88861111,-116.10166667,McCall Municipal
7202,MYR,33.67972222,-78.92833333,Myrtle Beach International
7207,MYU,60.37138889,-166.27055556,Mekoryuk Airport
7209,MYV,39.09777778,-121.56972222,Yuba County
7220,MZJ,32.50972222,-111.32527778,Pinal Airpark
7236,MZZ,40.49,-85.67972222,Marion Municipal
7237,N47,40.26027778,-75.67083333,Pottstown Municipal
7238,N87,40.21388889,-74.60166667,Trenton-Robbinsville
7244,NAD,42.69611111,-73.17027778,Harriman-and-West
7271,NBG,29.82722222,-90.02666667,New Orleans NAS JRB
7282,NC1,35.20277778,-81.15,Gastonia Municipal
7283,NC2,35.54083333,-78.39027778,Johnston County
7285,NC3,35.25583333,-81.60083333,Shelby-Cleveland County Regional
7287,NC4,36.4,-76.01555556,Currituck County Regional
7288,NC5,35.0,-77.98166667,Duplin County
7304,NCN,60.07861111,-147.99472222,Chenega Bay
7305,NCO,41.59944444,-71.41666667,Quonset State Air Reserve National Guard Helipad
7307,NCQ,33.91527778,-84.51638889,Dobbins ARB
7320,ND1,46.64861111,-96.99888889,Robert Odegaard Field
7336,NE1,40.92555556,-100.14666667,Quinn Field
7338,NE2,41.41472222,-96.10888889,Blair Municipal
7344,NEL,40.035,-74.35222222,Lakehurst/Maxfield Field
7357,NEW,30.0425,-90.02833333,Lakefront
7359,NFL,39.41777778,-118.69861111,Fallon NAS
7363,NGC,36.18333333,-112.13333333,North Rim
7370,NGF,21.45055556,-157.76805556,Kaneohe Bay MCAS
7377,NGP,27.69277778,-97.29027778,Corpus Christi NAS
7383,NGU,36.9375,-76.28916667,Norfolk NS
7395,NHK,38.28638889,-76.41,Patuxent River NAS
7401,NHZ,43.89222222,-69.93888889,Brunswick Executive
7405,NIB,63.01861111,-154.35833333,Nikolai Airport
7408,NIE,55.06666667,-132.14583333,Niblack Airport
7413,NIN,60.02027778,-151.58944444,Ninilchik Airport
7415,NIP,30.23388889,-81.675,Jacksonville NAS
7420,NJ1,39.77833333,-74.94777778,Camden County
7422,NJ2,39.665,-74.3075,Eagles Nest
7428,NJK,32.82916667,-115.67166667,El Centro NAF
7434,NKI,55.875,-133.22083333,Naukiti Airport
7440,NKT,34.90083333,-76.88083333,Cherry Point MCAS
7441,NKV,55.85,-133.21666667,Nichin Cove Seaplane Base
7446,NKX,32.86861111,-117.14305556,Miramar MCAS
7454,NLC,36.33305556,-119.95222222,Lemoore NAS
7458,NLG,56.0075,-161.16027778,Nelson Lagoon Airport
7474,NME,60.46916667,-164.70416667,Nightmute Airport
7481,NNK,58.73472222,-157.02527778,Naknek Airport
7483,NNL,59.98027778,-154.83916667,Nondalton Airport
7507,NOT,38.14361111,-122.55611111,Gnoss Field
7514,NPA,30.35333333,-87.31805556,Pensacola NAS
7522,NPT,41.5325,-71.28222222,Newport State
7524,NQA,35.35666667,-89.87055556,Millington Regional Jetport
7526,NQI,27.50444444,-97.80833333,Kingsville NAS
7530,NQX,24.57583333,-81.68888889,Key West NAS
7537,NRB,30.39138889,-81.42444444,Mayport NS
7539,NRI,36.5775,-94.86194444,Grand Lake Regional
7552,NSE,30.72416667,-87.02194444,Whiting Field NAS North
7555,NSF,38.81083333,-76.86694444,Joint Base Andrews
7559,NSL,28.615,-80.69444444,NASA Shuttle Landing Facility
7569,NTD,34.11916667,-119.11972222,Point Mugu NAS
7583,NTU,36.82277778,-76.03194444,Oceana NAS
7593,NUI,70.20972222,-151.00638889,Nuiqsut Airport
7595,NUL,64.72944444,-158.07416667,Nulato Airport
7597,NUN,30.46972222,-87.33805556,Saufley Field NOLF
7599,NUP,60.90611111,-162.44055556,Nunapitchuk Airport
7602,NUQ,37.41611111,-122.04916667,Moffett Federal Airfield
7604,NUW,48.35194444,-122.65583333,Whidbey Island NAS
7605,NV1,36.56805556,-114.44333333,Perkins Field
7611,NVD,37.8525,-94.30472222,Nevada Municipal
7620,NXX,40.19972222,-75.14805556,Willow Grove NAS JRB
7622,NY1,41.98527778,-73.96444444,Kingston Ulster
7623,NY2,43.35083333,-76.38805556,Oswego County
7625,NYC,40.72722222,-73.92666667,New York City Metropolitan Area
7626,NYL,32.65666667,-114.60583333,Yuma MCAS/Yuma International
7634,NZC,30.21888889,-81.87722222,Cecil
7635,NZJ,33.6675,-117.71833333,El Toro MCAS
7638,NZY,32.69916667,-117.21527778,North Island NAS
7640,O85,40.57361111,-122.40722222,Benton Field
7647,OAJ,34.82916667,-77.61222222,Albert J Ellis
7651,OAK,37.72138889,-122.22111111,Metropolitan Oakland International
7666,OBT,39.58083333,-79.33583333,Garrett County
7668,OBU,66.91222222,-156.89722222,Kobuk Airport
7669,OCE,38.31055556,-75.12388889,Ocean City Municipal
7672,OCF,29.17194444,-82.22416667,Ocala International-Jim Taylor Field
7674,OCH,31.57777778,-94.71,A L Mangham Jr. Regional
7675,OCI,60.2,-147.81666667,Thumb Bay
7679,OCN,33.21805556,-117.35138889,Oceanside Municipal
7681,OCW,35.57055556,-77.04972222,Warren Field
7690,ODM,39.40666667,-79.41388889,Oakland Airport
7695,ODW,48.25166667,-122.67361111,A.J. Eisenberg
7702,OFF,41.11944444,-95.90861111,Offutt AFB
7704,OFK,41.98555556,-97.435,Norfolk Regional/Karl Stefan Memorial Field
7710,OGA,41.11944444,-101.76972222,Searle Field
7712,OGB,33.45694444,-80.85944444,Orangeburg Municipal
7714,OGD,41.19555556,-112.01305556,Ogden-Hinckley
7716,OGG,20.89861111,-156.43055556,Kahului Airport
7721,OGS,44.68194444,-75.46555556,Ogdensburg International
7722,OH1,39.57027778,-83.42055556,Fayette County
7724,OH2,40.37222222,-83.81916667,Bellefontaine Regional
7726,OH3,39.44055556,-83.02305556,Ross County
7727,OH4,40.22472222,-83.35166667,Union County
7728,OH5,39.24666667,-84.38888889,Cincinnati - Blue Ash
7729,OH6,41.21027778,-81.25166667,Portage County
7731,OH7,41.15138889,-81.415,Kent State University
7734,OHC,63.32638889,-168.96888889,Northeast Cape AFS
7744,OIC,42.56638889,-75.52416667,Eaton
7749,OJC,38.8475,-94.7375,Johnson County Executive
7755,OKC,35.39305556,-97.60083333,Will Rogers World
7760,OKK,40.52805556,-86.05888889,Kokomo Municipal
7775,OLE,42.24111111,-78.37138889,Cattaraugus County-Olean
7777,OLF,48.09444444,-105.575,L. M. Clayton
7781,OLH,57.21833333,-153.26972222,Old Harbor Airport
7787,OLM,46.96944444,-122.9025,Olympia Regional
7793,OLS,31.41777778,-110.84777778,Nogales International
7796,OLU,41.44861111,-97.34083333,Columbus Municipal
7798,OLV,34.97861111,-89.78694444,Olive Branch Airport
7800,OMA,41.30305556,-95.89416667,Eppley Airfield
7804,OME,64.5125,-165.44444444,Nome Airport
7809,OMK,48.46444444,-119.51805556,Omak Airport
7823,ONA,44.07722222,-91.70833333,Winona Municipal/Max Conrad Field
7828,ONH,42.52472222,-75.06444444,Oneonta Municipal
7832,ONL,42.46944444,-98.68777778,The O'Neill Municipal-John L. Baker Field
7834,ONM,34.0225,-106.90305556,Socorro Municipal
7835,ONN,58.06805556,-153.25388889,Onion Bay Airport
7837,ONO,44.01944444,-117.01305556,Ontario Municipal
7840,ONP,44.58027778,-124.05805556,Newport Municipal
7841,ONT,34.05611111,-117.60111111,Ontario International
7845,OOB,57.48333333,-135.86666667,Cobol Alaska/Scaled/
7847,OOK,60.54138889,-165.08722222,Toksook Bay
7854,OPF,25.9075,-80.27833333,Opa-locka Executive
7857,OPH,63.14666667,-156.53111111,Ophir Airport
7862,OQA,55.93722222,-131.81277778,McDonald Lake Airport
7863,OQB,57.92638889,-156.08333333,Bible Camp Airport
7864,OQC,57.06666667,-157.81416667,Cinder River Lodge Airport
7865,OQF,58.28444444,-136.08472222,Lemesurier Island Airport
7866,OQG,57.91138889,-133.40222222,Tracy Arm Airport
7867,OQI,57.85694444,-157.08666667,Vrems Airport
7868,OQK,68.98333333,-163.44555556,Akolik Airport
7869,OQL,56.23333333,-160.075,Mels Airport
7870,OQM,56.76666667,-158.08527778,Meshik Airport
7871,OQN,60.95527778,-153.9075,Telaquana Lake Airport
7872,OQO,62.43416667,-151.41472222,Chelatna Lake Lodge Airport
7873,OQP,57.17833333,-157.73333333,Pumice Airport
7874,OQQ,60.18333333,-154.33388889,Points Alsworth
7875,OQR,60.65277778,-154.03611111,Twin Lakes Airport
7876,OQS,56.23333333,-160.22583333,Sandy Airport
7880,OQV,61.01361111,-151.40694444,Shirleyville Airport
7881,OQW,61.43416667,-157.05,Doug Carney Strip Airport
7882,OQX,67.0,-162.83333333,Shisholik Airport
7883,OQY,66.88333333,-161.48333333,Camp Sivinuvik
7884,OQZ,62.04333333,-158.25638889,American Creek Airport
7886,OR1,42.51,-123.38805556,Grants Pass Airport
7889,OR2,44.87666667,-124.02861111,Siletz Bay State
7890,OR3,43.98277778,-124.11138889,Florence Municipal
7898,ORD,41.97944444,-87.9075,Chicago O'Hare International
7900,ORF,36.89472222,-76.20111111,Norfolk International
7906,ORH,42.26722222,-71.87555556,Worcester Regional
7909,ORI,57.885,-152.8475,Port Lions Airport
7913,ORL,28.54555556,-81.33305556,Executive
7922,ORT,62.96111111,-141.92805556,Northway Airport
7927,ORV,66.8175,-161.02222222,Robert/Bob/Curtis Memorial
7934,OSB,38.11055556,-92.68055556,Grand Glaize - Osage Beach
7936,OSC,44.45166667,-83.39416667,Oscoda-Wurtsmith
7940,OSH,43.98444444,-88.55694444,Wittman Regional
7959,OSU,40.07972222,-83.07305556,Ohio State University
7961,OSX,33.09027778,-89.54194444,Kosciusko/Attala County
7970,OTG,43.655,-95.57916667,Worthington Municipal
7973,OTH,43.41694444,-124.24694444,Southwest Oregon Regional
7977,OTM,41.10722222,-92.44694444,Ottumwa Regional
7983,OTS,48.49888889,-122.6625,Anacortes Airport
7986,OTZ,66.88472222,-162.59861111,Ralph Wien Memorial
7999,OUN,35.24555556,-97.47222222,University of Oklahoma/Max Westheimer
8015,OVE,39.48777778,-121.62194444,Oroville Municipal
8017,OWA,44.12333333,-93.26055556,Owatonna Degner Regional
8019,OWB,37.73888889,-87.16694444,Owensboro Daviess County
8021,OWD,42.19055556,-71.17305556,Norwood Memorial
8025,OXC,41.47861111,-73.13527778,Waterbury Oxford
8027,OXR,34.20083333,-119.20722222,Oxnard
8037,OYS,37.75,-119.58333333,Yosemite National Park Airport
8040,OZA,30.73527778,-101.20222222,Ozona Municipal
8050,OZR,31.27583333,-85.71333333,Cairns AAF
8052,PA1,41.78888889,-75.89,Husky Haven
8054,PA2,40.08611111,-78.51361111,Bedford County
8062,PAE,47.90694444,-122.28166667,Snohomish County
8068,PAH,37.06027778,-88.77305556,Barkley Regional
8070,PAK,21.89694444,-159.60305556,Port Allen
8073,PAM,30.06944444,-85.57527778,Tyndall AFB
8077,PAO,37.46111111,-122.115,Palo Alto Airport of Santa Clara County
8082,PAQ,61.595,-149.08861111,Palmer Municipal
8102,PBF,34.17444444,-91.93555556,Grider Field
8103,PBG,44.65083333,-73.46805556,Plattsburgh International
8108,PBI,26.68305556,-80.09555556,Palm Beach International
8109,PBK,57.8,-134.7,Pack Creek Airport
8125,PBX,37.56194444,-82.56638889,Pike County Hatcher Field
8129,PCA,58.90638889,-157.71111111,Portage Creek Airport
8131,PCD,43.01916667,-91.12361111,Prairie Du Chien Municipal
8132,PCE,57.15388889,-157.39694444,Painter Creek Airport
8139,PCT,40.39916667,-74.65888889,Princeton Airport
8143,PDB,59.79694444,-154.13,Pedro Bay Airport
8150,PDK,33.87555556,-84.30194444,Dekalb Peachtree
8161,PDT,45.69472222,-118.84305556,Eastern Oregon Regional at Pendleton
8166,PDX,45.58861111,-122.59694444,Portland International
8175,PEC,57.95,-136.23333333,Pelican Seaplane Base
8192,PEQ,31.3825,-103.51083333,Pecos Municipal
8203,PFA,58.72694444,-156.94333333,Paf Warren Airport
8205,PFD,57.95,-135.65,Port Frederick Airport
8212,PGA,36.92611111,-111.44833333,Page Municipal
8214,PGD,26.91888889,-81.99083333,Punta Gorda Airport
8226,PGL,30.37638889,-88.49527778,Jackson County
8228,PGM,59.34861111,-151.83027778,Port Graham Airport
8230,PGO,37.28638889,-107.05611111,Stevens Field
8231,PGS,35.52833333,-113.24666667,Peach Springs Dirt Strip
8233,PGV,35.63527778,-77.38527778,Pitt Greenville
8241,PHD,40.47027778,-81.42,Harry Clever Field
8246,PHF,37.13194444,-76.49305556,Newport News/Williamsburg International
8250,PHL,39.87222222,-75.24083333,Philadelphia International
8252,PHN,42.91083333,-82.52888889,St. Clair County International
8255,PHO,68.34861111,-166.79916667,Point Hope Airport
8262,PHT,36.33583333,-88.38444444,Henry County
8267,PHX,33.43416667,-112.01166667,Phoenix Sky Harbor International
8270,PIA,40.66416667,-89.69333333,General Downing - Peoria International
8272,PIB,31.46722222,-89.33694444,Hattiesburg-Laurel Regional
8277,PIE,27.91,-82.6875,St Pete Clearwater International
8279,PIH,42.90972222,-112.59583333,Pocatello Regional
8280,PII,64.85,-147.78666667,Phillips Field
8284,PIM,32.84055556,-84.8825,Harris County
8291,PIP,57.58027778,-157.57194444,Pilot Point Airport
8293,PIR,44.38277778,-100.28583333,Pierre Regional
8298,PIT,40.49138889,-80.23277778,Pittsburgh International
8303,PIZ,69.73277778,-163.00527778,Point Lay LRRS
8305,PJB,34.25694444,-111.33916667,Payson Airport
8310,PJS,60.05,-148.06666667,Port San Juan Airport
8312,PKA,60.70305556,-161.77833333,Napaskiak Airport
8314,PKB,39.345,-81.43916667,Mid-Ohio Valley Regional
8318,PKD,46.90055556,-95.07305556,Park Rapids Municipal-Konshok Field
8343,PLK,36.62583333,-93.22888889,M. Graham Clark Downtown
8349,PLN,45.57083333,-84.79666667,Pellston Regional Airport of Emmet County
8366,PLY,41.365,-86.30027778,Plymouth Municipal
8374,PMB,48.9425,-97.24055556,Pembina Municipal
8382,PMD,34.62944444,-118.08444444,Palmdale USAF Plant 42
8389,PMH,38.84055556,-82.84722222,Greater Portsmouth Regional
8394,PML,56.00611111,-160.56083333,Port Moller Airport
8406,PMU,61.96666667,-160.23333333,Paimiut Airport
8422,PNC,36.73194444,-97.09972222,Ponca City Regional
8428,PNE,40.08194444,-75.01055556,Northeast Philadelphia
8429,PNF,58.68333333,-156.83333333,Peterson's Point Airport
8456,PNS,30.47333333,-87.18666667,Pensacola International
8457,PNX,33.7,-96.66666667,Sherman-Denison Airport
8464,POB,35.17083333,-79.01444444,Pope AAF
8466,POC,34.09166667,-117.78166667,Brackett Field
8469,POE,31.04472222,-93.19166667,Polk AAF
8470,POF,36.71111111,-90.31388889,Hayes Field
8475,POH,42.74277778,-94.64722222,Pocahontas Municipal
8486,POQ,55.2,-132.23333333,Polk Inlet Airport
8495,POU,41.62666667,-73.88416667,Dutchess County
8504,POY,44.86722222,-108.79333333,Powell Municipal
8509,PPC,66.81416667,-150.64361111,Prospect Creek Airport
8514,PPF,37.33083333,-95.50611111,Tri City
8521,PPM,26.2475,-80.11111111,Pompano Beach Airpark
8530,PPV,56.32916667,-133.60833333,Port Protection Airport
8534,PQI,46.68888889,-68.04472222,Northern Maine Regional at Presque Isle
8541,PQS,61.93444444,-162.89944444,Pilot Station Airport
8545,PRB,35.67277778,-120.62694444,Paso Robles Municipal
8548,PRC,34.65472222,-112.41916667,Ernest A. Love Field
8563,PRT,58.41083333,-134.95638889,Coast Guard Heliport
8570,PRX,33.63666667,-95.45083333,Cox Field
8574,PRZ,44.28694444,-120.90388889,Prineville Airport
8578,PSB,40.88444444,-78.08722222,Mid State
8580,PSC,46.26472222,-119.11916667,Tri Cities
8588,PSF,42.4275,-73.29083333,Pittsfield Municipal
8591,PSG,56.80138889,-132.94611111,Petersburg James A Johnson
8594,PSK,37.13722222,-80.67861111,New River Valley
8596,PSM,43.07805556,-70.82333333,Portsmouth International at Pease
8598,PSN,31.77972222,-95.70638889,Palestine Municipal
8601,PSP,33.82972222,-116.50666667,Palm Springs International
8607,PSX,28.7275,-96.25083333,Palacios Municipal
8613,PTA,60.20444444,-154.31888889,Port Alsworth Airport
8614,PTC,55.78333333,-133.6,Port Alice Airport
8615,PTD,56.24722222,-134.64638889,Port Alexander Airport
8625,PTH,56.95916667,-158.63333333,Port Heiden Airport
8628,PTK,42.66555556,-83.42055556,Oakland County International
8629,PTL,56.29611111,-134.66138889,Port Armstrong Airport
8631,PTN,29.70944444,-91.33888889,Harry P Williams Memorial
8634,PTR,57.83333333,-153.25,Pleasant Harbour Airport
8636,PTS,37.44944444,-94.73111111,Atkinson Municipal
8638,PTT,37.7025,-98.74694444,Pratt Regional
8640,PTU,59.01583333,-161.82527778,Platinum Airport
8643,PTV,36.02944444,-119.06277778,Porterville Municipal
8645,PTW,40.23944444,-75.55666667,Heritage Field
8655,PUB,38.29,-104.49805556,Pueblo Memorial
8657,PUC,39.61388889,-110.75138889,Carbon County Regional/Buck Davis Field
8667,PUL,47.73388889,-122.64722222,Port of Poulsbo Marina Moorage Seaplane Base
8669,PUO,70.25194444,-148.34277778,Prudhoe Bay Airport
8680,PUW,46.74388889,-117.10944444,Pullman Moscow Regional
8691,PVC,42.07222222,-70.22083333,Provincetown Municipal
8693,PVD,41.72388889,-71.42833333,Theodore Francis Green State
8694,PVF,38.72416667,-120.75333333,Placerville Airport
8707,PVU,40.21916667,-111.72333333,Provo Municipal
8709,PVW,34.16805556,-101.71722222,Hale County
8710,PVY,59.31666667,-154.91666667,Pope Vanoy Airport
8714,PWA,35.53416667,-97.64694444,Wiley Post
8720,PWK,42.11416667,-87.90166667,Chicago Executive
8723,PWM,43.64555556,-70.30861111,Portland International Jetport
8724,PWR,56.38333333,-134.65,Big and Little Port Walter
8727,PWT,47.49027778,-122.76472222,Bremerton National
8738,PYA,60.0575,-148.05111111,Port Ashton Airport
8744,PYL,60.68583333,-147.91666667,Perry Island Seaplane Base
8746,PYM,41.90916667,-70.72888889,Plymouth Municipal
8764,QAF,41.97583333,-114.65805556,Jackpot/Hayden Field
8768,QAJ,33.35305556,-110.66722222,San Carlos Apache
8770,QAK,41.51638889,-82.86944444,Carl R Keller Field
8771,QAL,41.60277778,-82.68472222,Kelleys Island Land Field
8773,LLX,44.56916667,-72.01805556,Caledonia County
8779,QBI,38.78055556,-110.32916667,Oman Ranch
8781,QBM,41.63666667,-82.82833333,Put-In-Bay Airport
8782,QBN,41.685,-82.805,Middle Bass Island Airport
8784,QBT,44.76111111,-115.10722222,Indian Creek Usfs
8787,QBY,41.71805556,-82.82111111,North Bass Island Airport
8790,CJR,38.52555556,-77.85972222,Culpeper Regional
8799,QEM,33.55833333,-117.71111111,Emerald Bay Airport
8812,QKV,19.64722222,-156.01194444,Kona Keahole
8814,QMA,34.01305556,-84.59694444,Cobb County McCollum Field
8818,QMN,42.00083333,-71.19833333,Mansfield Municipal
8826,QPT,44.76861111,-69.37444444,Pittsfield Municipal
8827,QQB,60.15,-154.61666667,Keyes Point Airport
8828,QQC,66.78333333,-162.01666667,Nimiuk Point Airport
8830,QQE,67.11666667,-163.75,Sealing Point Airport
8831,QQG,39.60833333,-77.00777778,Carroll County Regional/Jack B. Poage Field
8833,QQJ,46.525,-114.05277778,Stevensville Airport
8835,QQL,48.72583333,-116.29527778,Boundary County
8839,QQN,36.39888889,-119.10694444,Woodlake Airport
8841,QQQ,39.22416667,-121.00305556,Nevada County Air Park
8842,QQT,33.35722222,-84.57194444,Atlanta Regional Falcon Field
8844,QQU,35.65194444,-109.0675,Window Rock Airport
8847,QQX,38.65277778,-122.89861111,Healdsburg Municipal
8849,QQY,29.89277778,-97.86305556,San Marcos Municipal
8853,QSO,42.10111111,-72.03888889,Southbridge Municipal
8854,WPO,38.83138889,-107.64583333,North Fork Valley
8858,RAC,42.76111111,-87.81388889,John H. Batten
8871,RAL,33.95194444,-117.445,Riverside Municipal
8877,RAP,44.04527778,-103.05722222,Rapid City Regional
8886,RAX,40.31666667,-74.03305556,Greely Helipad
8891,RBB,57.51638889,-157.38777778,Randy Field
8893,RBD,32.68083333,-96.86833333,Dallas Executive
8895,RBF,34.26388889,-116.85611111,Big Bear City Airport
8897,RBG,43.23888889,-123.35583333,Roseburg Regional
8898,RBH,58.55,-155.8,Brooks Lodge Airport
8901,RBL,40.15027778,-122.25222222,Red Bluff Municipal
8902,RBN,24.62861111,-82.87333333,Fort Jefferson Airport
8907,RBY,64.72722222,-155.47,Ruby Airport
8909,RCA,44.145,-103.10361111,Ellsworth AFB
8913,RCE,48.61222222,-123.13861111,Roche Harbor Airport
8924,RCT,43.89166667,-85.51666667,Miller Field
8928,RDB,68.03222222,-162.89916667,Red Dog Airport
8932,RDD,40.50888889,-122.29333333,Redding Municipal
8934,RDG,40.37861111,-75.96527778,Reading Regional/Carl A Spaatz Field
8936,RDM,44.25416667,-121.15,Roberts Field
8938,RDR,47.96111111,-97.40111111,Grand Forks AFB
8942,RDU,35.87777778,-78.7875,Raleigh-Durham International
8944,RDV,61.78805556,-157.35027778,Red Devil Airport
8950,REB,34.08527778,-117.14638889,Redlands Municipal
8952,RED,40.6775,-77.62694444,Mifflin County
8953,REE,33.59638889,-102.04194444,Reese AFB
8956,REH,38.71944444,-75.12666667,Rehoboth Aircrafters
8978,RFD,42.19527778,-89.09722222,Chicago/Rockford International
8995,RHI,45.63083333,-89.46666667,Rhinelander/Oneida County
9002,RIC,37.50527778,-77.31972222,Richmond International
9005,RID,39.75611111,-84.84277778,Richmond Municipal
9006,RIE,45.47916667,-91.72277778,Rice Lake Airport
9009,RIF,38.73416667,-112.10166667,Richfield Municipal
9015,RIL,39.52666667,-107.72805556,Garfield County Regional
9018,RIR,33.98888889,-117.41,Flabob
9020,RIV,33.88083333,-117.25944444,March ARB
9022,RIW,43.06416667,-108.45972222,Riverton Regional
9038,RKD,44.06,-69.09916667,Knox County Regional
9042,RKP,28.08611111,-97.04361111,Aransas County
9044,RKR,35.02166667,-94.62138889,Robert S Kerr
9046,RKS,41.59416667,-109.06527778,Rock Springs Sweetwater County
9051,RKW,35.92222222,-84.68972222,Rockwood Municipal
9053,RLA,37.93555556,-91.81361111,Rolla Downtown
9055,RLD,46.30555556,-119.30416667,Richland Airport
9060,RLU,67.10166667,-156.92916667,Bornite Upper
9064,RME,43.23388889,-75.40694444,Griffiss International
9067,RMG,34.35083333,-85.15861111,Richard B Russell Regional J H Towers Field
9073,RMN,38.39805556,-77.45555556,Stafford Regional
9077,RMP,65.50777778,-150.14083333,Rampart Airport
9087,RNC,35.69861111,-85.84388889,Warren County Memorial
9089,RND,29.52888889,-98.27805556,Randolph AFB
9094,RNG,40.09388889,-108.76305556,Rangely Airport
9100,RNO,39.49916667,-119.76805556,Reno/Tahoe International
9105,RNT,47.49305556,-122.21583333,Renton Municipal
9109,ROA,37.32555556,-79.97555556,Roanoke Regional/Woodrum Field
9115,ROC,43.11916667,-77.67194444,Greater Rochester International
9117,ROG,36.3725,-94.10694444,Rogers Municipal Carter Field
9120,ROL,40.27833333,-110.05138889,Roosevelt Municipal
9143,ROW,33.30166667,-104.53055556,Roswell International Air Center
9145,ROX,48.85611111,-95.69694444,Roseau Municipal/Rudy Billberg Field
9152,RPX,46.475,-108.54333333,Roundup Airport
9154,RQA,36.58861111,-118.04944444,Lone Pine Airport
9156,RQB,43.4325,-113.05555556,Big Southern Butte
9158,RQC,46.44861111,-109.85277778,Wheatland County at Harlowton
9160,RQD,36.75861111,-120.37138889,William Robert Johnston Municipal
9163,RQE,46.21333333,-119.79555556,Prosser Airport
9165,RQF,35.48333333,-81.16111111,Lincolnton-Lincoln County Regional
9166,RQG,35.58333333,-89.58722222,Covington Municipal
9167,RQH,40.38916667,-75.29055556,Pennridge
9168,RQI,62.23388889,-154.73472222,Nixon Fork Mine Airport
9171,RQK,35.68555556,-117.69194444,China Lake Naws
9173,RQL,41.23027778,-87.50777778,Lowell Airport
9175,RQM,42.42583333,-71.79277778,Sterling Airport
9177,RQN,42.10361111,-123.6825,Illinois Valley
9180,RQP,32.95388889,-103.40888889,Lea County-Zip Franklin Memorial
9182,RQQ,38.67388889,-121.87194444,Watts/Woodland
9183,RQR,45.42555556,-84.91333333,Harbor Springs Airport
9186,RQT,33.48555556,-101.81277778,Lubbock Executive Airpark
9187,RQU,35.61972222,-119.35361111,Wasco-Kern County
9189,RQV,40.61944444,-111.99277778,South Valley Regional
9191,RQW,37.85972222,-112.81583333,Parowan Airport
9192,RQX,39.2425,-102.28527778,Kit Carson County
9194,RQY,31.92027778,-98.59916667,Comanche County-City
9196,RQZ,30.42777778,-86.68916667,Hurlburt Field
9205,RRT,48.94138889,-95.34833333,Warroad International Memorial
9212,RSH,61.775,-161.31944444,Russian Mission Airport
9213,RSJ,48.63333333,-122.85,Rosario Seaplane Base
9215,RSL,38.87138889,-98.81166667,Russell Municipal
9217,RSN,32.51472222,-92.58833333,Ruston Regional
9218,RSP,58.03333333,-153.0,Raspberry Straits
9222,RST,43.90833333,-92.5,Rochester International
9226,RSW,26.53611111,-81.75527778,Southwest Florida International
9232,RTE,55.7,-131.63333333,Marguerite Bay Airport
9237,RTN,36.7425,-104.50166667,Raton Municipal/Crews Field
9248,RUI,33.46083333,-105.53027778,Sierra Blanca Regional
9253,RUT,43.53,-72.94972222,Rutland - Southern Vermont Regional
9263,RVS,36.03972222,-95.98472222,Richard Lloyd Jones Jr.
9265,RWB,56.65,-134.28333333,Rowan Bay Airport
9267,RWI,35.85638889,-77.89194444,Rocky Mount-Wilson Regional
9270,RWL,41.80583333,-107.20027778,Rawlins Municipal/Harvey Field
9271,RXB,57.46666667,-135.4,Rodman Bay Airport
9274,RYE,40.42638889,-104.63,Weld County Municipal
9287,S27,48.17861111,-114.30361111,Kalispell City
9289,SAA,41.44361111,-106.8275,Shively Field
9293,SAC,38.5125,-121.49333333,Sacramento Executive
9295,SAD,32.85333333,-109.635,Safford Regional
9297,SAF,35.61722222,-106.08944444,Santa Fe Municipal
9298,SAG,69.36638889,-148.70444444,Sagwon Airport
9310,SAN,32.73361111,-117.18972222,San Diego International
9320,SAT,29.53388889,-98.46916667,San Antonio International
9325,SAV,32.1275,-81.20222222,Savannah/Hilton Head International
9332,SBA,34.42611111,-119.84138889,Santa Barbara Municipal
9337,SBD,34.09527778,-117.235,San Bernardino International
9347,SBM,43.76972222,-87.85166667,Sheboygan County Memorial
9353,SBN,41.70833333,-86.31722222,South Bend International
9354,SBO,39.02916667,-111.83833333,Salina-Gunnison
